,Title,Date,Category,Tokens,Negative,Neutral,Positive,Compound,Month,Week
2430,Uzbekistan dancer gains recognition at choreographic art “Dance-Fest Dubai-2024” competition-festival ,2024-05-08,POLITICS,"['uzbekistan', 'dancer', 'gains', 'recognition', 'choreographic', 'art', 'dancefest', 'dubai', 'competitionfestival']",0.0,0.769,0.231,0.34,2024-05,2024-05-06/2024-05-12
2433,Newly opened bridge in Karakalpakstan temporarily closed,2024-05-08,TECH,"['newly', 'opened', 'bridge', 'karakalpakstan', 'temporarily', 'closed']",0.0,1.0,0.0,0.0,2024-05,2024-05-06/2024-05-12
2425,Uzbekistan’s gold and foreign exchange reserves continue to grow amid rising gold prices,2024-05-08,POLITICS,"['uzbekistans', 'gold', 'foreign', 'exchange', 'reserves', 'continue', 'grow', 'amid', 'rising', 'gold', 'prices']",0.0,1.0,0.0,0.0,2024-05,2024-05-06/2024-05-12
2428,“Immunity against drug addiction” to be developed among Uzbek citizens ,2024-05-08,SOCIETY,"['immunity', 'drug', 'addiction', 'developed', 'among', 'uzbek', 'citizens']",0.0,1.0,0.0,0.0,2024-05,2024-05-06/2024-05-12
2426,Plane flying to Chicago makes an emergency landing in Tashkent,2024-05-08,SOCIETY,"['plane', 'flying', 'chicago', 'makes', 'emergency', 'landing', 'tashkent']",0.302,0.698,0.0,-0.3818,2024-05,2024-05-06/2024-05-12
2421,Part-time education to be phased out,2024-05-08,POLITICS,"['parttime', 'education', 'phased']",0.0,1.0,0.0,0.0,2024-05,2024-05-06/2024-05-12
2424,Fire breaks out in capital’s Yashnabad district,2024-05-08,POLITICS,"['fire', 'breaks', 'capitals', 'yashnabad', 'district']",0.375,0.625,0.0,-0.34,2024-05,2024-05-06/2024-05-12
2422,Tashkent hosts XIII Regional SCO Model ,2024-05-08,POLITICS,"['tashkent', 'hosts', 'xiii', 'regional', 'sco', 'model']",0.0,1.0,0.0,0.0,2024-05,2024-05-06/2024-05-12
2420,Shavkat Mirziyoyev arrives in Moscow,2024-05-08,POLITICS,"['shavkat', 'mirziyoyev', 'arrives', 'moscow']",0.0,1.0,0.0,0.0,2024-05,2024-05-06/2024-05-12
2419,SSS officers detain individuals for attempting to smuggle 1.4 kg of gold out of Uzbekistan ,2024-05-08,SOCIETY,"['sss', 'officers', 'detain', 'individuals', 'attempting', 'smuggle', 'kg', 'gold', 'uzbekistan']",0.435,0.565,0.0,-0.6597,2024-05,2024-05-06/2024-05-12
2418,Student who tried to set fire to Israeli embassy in Tashkent sentenced to 5-year imprisonment ,2024-05-08,SOCIETY,"['student', 'tried', 'set', 'fire', 'israeli', 'embassy', 'tashkent', 'sentenced', 'year', 'imprisonment']",0.304,0.696,0.0,-0.3612,2024-05,2024-05-06/2024-05-12
2423,MFA delegation to pay an official visit to Pakistan ,2024-05-08,POLITICS,"['mfa', 'delegation', 'pay', 'official', 'visit', 'pakistan']",0.219,0.781,0.0,-0.1027,2024-05,2024-05-06/2024-05-12
2429,Sports car with license plate “777” confiscated in Namangan due to its owner’s financial obligation  ,2024-05-08,SOCIETY,"['sports', 'car', 'license', 'plate', 'confiscated', 'namangan', 'due', 'owners', 'financial', 'obligation']",0.0,1.0,0.0,0.0,2024-05,2024-05-06/2024-05-12
2415,Tashkent to offer festive fireworks on May 9,2024-05-09,SOCIETY,"['tashkent', 'offer', 'festive', 'fireworks', 'may']",0.0,0.571,0.429,0.4588,2024-05,2024-05-06/2024-05-12
2417,Ministry of Foreign Affairs cautions citizens on new entry requirements for Kazakhstan and Russia,2024-05-09,POLITICS,"['ministry', 'foreign', 'affairs', 'cautions', 'citizens', 'new', 'entry', 'requirements', 'kazakhstan', 'russia']",0.0,1.0,0.0,0.0,2024-05,2024-05-06/2024-05-12
2416,Shavkat Mirziyoyev meets with Vladimir Putin,2024-05-09,POLITICS,"['shavkat', 'mirziyoyev', 'meets', 'vladimir', 'putin']",0.0,1.0,0.0,0.0,2024-05,2024-05-06/2024-05-12
2413,FM Saidov meets with Prime Minister of Pakistan,2024-05-09,POLITICS,"['fm', 'saidov', 'meets', 'prime', 'minister', 'pakistan']",0.0,1.0,0.0,0.0,2024-05,2024-05-06/2024-05-12
2412,CB fined nine commercial banks in April,2024-05-09,POLITICS,"['cb', 'fined', 'nine', 'commercial', 'banks', 'april']",0.0,1.0,0.0,0.0,2024-05,2024-05-06/2024-05-12
2414,Bakhodir Sidikov becomes new head of Uzbekistan Athletics Federation ,2024-05-09,POLITICS,"['bakhodir', 'sidikov', 'becomes', 'new', 'head', 'uzbekistan', 'athletics', 'federation']",0.0,1.0,0.0,0.0,2024-05,2024-05-06/2024-05-12
2405,Syrdarya regional governor presents an apartment to war veteran on behalf of president ,2024-05-10,SOCIETY,"['syrdarya', 'regional', 'governor', 'presents', 'apartment', 'war', 'veteran', 'behalf', 'president']",0.328,0.672,0.0,-0.5994,2024-05,2024-05-06/2024-05-12
2410,Mongolia’s president to pay a state visit to Uzbekistan ,2024-05-10,POLITICS,"['mongolias', 'president', 'pay', 'state', 'visit', 'uzbekistan']",0.219,0.781,0.0,-0.1027,2024-05,2024-05-06/2024-05-12
2409,Head of Bukhara regional DIA changed,2024-05-10,POLITICS,"['head', 'bukhara', 'regional', 'dia', 'changed']",0.0,1.0,0.0,0.0,2024-05,2024-05-06/2024-05-12
2408,Pseudo-employee of Central Bank who embezzled other people's funds detained,2024-05-10,SOCIETY,"['pseudoemployee', 'central', 'bank', 'embezzled', 'peoples', 'funds', 'detained']",0.31,0.69,0.0,-0.4019,2024-05,2024-05-06/2024-05-12
2407,Uzbekistan CEC delegation participates as international observers in parliamentary elections in India,2024-05-10,POLITICS,"['uzbekistan', 'cec', 'delegation', 'participates', 'international', 'observers', 'parliamentary', 'elections', 'india']",0.0,1.0,0.0,0.0,2024-05,2024-05-06/2024-05-12
2403,Uzbekistan eyes to export its products to markets of European countries through Lithuania,2024-05-10,BUSINESS,"['uzbekistan', 'eyes', 'export', 'products', 'markets', 'european', 'countries', 'lithuania']",0.0,1.0,0.0,0.0,2024-05,2024-05-06/2024-05-12
2406,Fraudsters who promised to help with university admission detained in Tashkent ,2024-05-10,SOCIETY,"['fraudsters', 'promised', 'help', 'university', 'admission', 'detained', 'tashkent']",0.427,0.21,0.364,-0.2263,2024-05,2024-05-06/2024-05-12
2404,One large leather cluster to be established in two regions of Uzbekistan,2024-05-10,POLITICS,"['one', 'large', 'leather', 'cluster', 'established', 'two', 'regions', 'uzbekistan']",0.0,1.0,0.0,0.0,2024-05,2024-05-06/2024-05-12
2399,Hungary begins training nuclear energy specialists from Uzbekistan,2024-05-10,POLITICS,"['hungary', 'begins', 'training', 'nuclear', 'energy', 'specialists', 'uzbekistan']",0.0,0.741,0.259,0.2732,2024-05,2024-05-06/2024-05-12
2402,Wind power plants with a total capacity of 500 MW to be built in two regions,2024-05-10,BUSINESS,"['wind', 'power', 'plants', 'total', 'capacity', 'mw', 'built', 'two', 'regions']",0.0,1.0,0.0,0.0,2024-05,2024-05-06/2024-05-12
2400,Schoolgirl gives birth in Samarkand,2024-05-10,SOCIETY,"['schoolgirl', 'gives', 'birth', 'samarkand']",0.0,1.0,0.0,0.0,2024-05,2024-05-06/2024-05-12
2398,Bakhtiyor Saidov meets with Chairman of Pakistan People’s Party in Islamabad,2024-05-10,POLITICS,"['bakhtiyor', 'saidov', 'meets', 'chairman', 'pakistan', 'peoples', 'party', 'islamabad']",0.0,0.722,0.278,0.4019,2024-05,2024-05-06/2024-05-12
2397,16 cases of laser targeting aircraft recorded in Uzbekistan since beginning of last year ,2024-05-10,SOCIETY,"['cases', 'laser', 'targeting', 'aircraft', 'recorded', 'uzbekistan', 'since', 'beginning', 'last', 'year']",0.0,1.0,0.0,0.0,2024-05,2024-05-06/2024-05-12
2396,Government decision to relocate Tashkent airport canceled,2024-05-10,SOCIETY,"['government', 'decision', 'relocate', 'tashkent', 'airport', 'canceled']",0.0,1.0,0.0,0.0,2024-05,2024-05-06/2024-05-12
2401,General Motors discontinues Chevrolet Malibu production ,2024-05-10,SOCIETY,"['general', 'motors', 'discontinues', 'chevrolet', 'malibu', 'production']",0.0,1.0,0.0,0.0,2024-05,2024-05-06/2024-05-12
2411,"Race car hit a pedestrian at high speed in Tashkent, he died",2024-05-10,SOCIETY,"['race', 'car', 'hit', 'pedestrian', 'high', 'speed', 'tashkent', 'died']",0.34,0.66,0.0,-0.5574,2024-05,2024-05-06/2024-05-12
2391,Damas runs over a first-grader in Shakhrisabz,2024-05-11,SOCIETY,"['damas', 'runs', 'firstgrader', 'shakhrisabz']",0.0,1.0,0.0,0.0,2024-05,2024-05-06/2024-05-12
2389,Uzbekistan plans to attract Russian investments worth $5 billion in 2024,2024-05-11,BUSINESS,"['uzbekistan', 'plans', 'attract', 'russian', 'investments', 'worth', 'billion']",0.0,0.532,0.468,0.5267,2024-05,2024-05-06/2024-05-12
2395,Cadastral officer beaten in Tashkent region,2024-05-11,SOCIETY,"['cadastral', 'officer', 'beaten', 'tashkent', 'region']",0.412,0.588,0.0,-0.4215,2024-05,2024-05-06/2024-05-12
2394,Traffic on Kamchik pass restored ,2024-05-11,SOCIETY,"['traffic', 'kamchik', 'pass', 'restored']",0.0,0.556,0.444,0.34,2024-05,2024-05-06/2024-05-12
2393,Abdulla Aripov congratulates Mikhail Mishustin on his confirmation as Prime Minister of Russia,2024-05-11,SOCIETY,"['abdulla', 'aripov', 'congratulates', 'mikhail', 'mishustin', 'confirmation', 'prime', 'minister', 'russia']",0.0,1.0,0.0,0.0,2024-05,2024-05-06/2024-05-12
2392,Specialist installing radar at an intersection in Kibray died from electric shock,2024-05-11,SOCIETY,"['specialist', 'installing', 'radar', 'intersection', 'kibray', 'died', 'electric', 'shock']",0.508,0.492,0.0,-0.7351,2024-05,2024-05-06/2024-05-12
2390,Public order violators in Tashkent resist police officers,2024-05-11,SOCIETY,"['public', 'order', 'violators', 'tashkent', 'resist', 'police', 'officers']",0.326,0.674,0.0,-0.4404,2024-05,2024-05-06/2024-05-12
2387,"Uzbekistan, Ireland discussing practical steps to realize existing cooperation potential",2024-05-11,POLITICS,"['uzbekistan', 'ireland', 'discussing', 'practical', 'steps', 'realize', 'existing', 'cooperation', 'potential']",0.0,1.0,0.0,0.0,2024-05,2024-05-06/2024-05-12
2388,Gov’t to allocate $294 million for adapting agriculture to climate change,2024-05-11,BUSINESS,"['govt', 'allocate', 'million', 'adapting', 'agriculture', 'climate', 'change']",0.0,1.0,0.0,0.0,2024-05,2024-05-06/2024-05-12
2385,Provision of social services to victims of harassment and violence to be improved ,2024-05-11,POLITICS,"['provision', 'social', 'services', 'victims', 'harassment', 'violence', 'improved']",0.619,0.188,0.194,-0.7783,2024-05,2024-05-06/2024-05-12
2386,Individuals involved in selling fake driver’s licenses detained in Tashkent ,2024-05-11,SOCIETY,"['individuals', 'involved', 'selling', 'fake', 'drivers', 'licenses', 'detained', 'tashkent']",0.492,0.508,0.0,-0.7003,2024-05,2024-05-06/2024-05-12
2384,Uzbekistan remains top gold seller for second consecutive month,2024-05-11,BUSINESS,"['uzbekistan', 'remains', 'top', 'gold', 'seller', 'second', 'consecutive', 'month']",0.0,0.795,0.205,0.2023,2024-05,2024-05-06/2024-05-12
2383,20-year-old Malibu driver hit a 45-year-old pedestrian to death in Tashkent,2024-05-11,SOCIETY,"['yearold', 'malibu', 'driver', 'hit', 'yearold', 'pedestrian', 'death', 'tashkent']",0.358,0.642,0.0,-0.5994,2024-05,2024-05-06/2024-05-12
2382,"American scientist comments on air pollution in Uzbekistan, shares his recommendations to improve air quality (exclusive interview)",2024-05-11,SOCIETY,"['american', 'scientist', 'comments', 'air', 'pollution', 'uzbekistan', 'shares', 'recommendations', 'improve', 'air', 'quality', 'exclusive', 'interview']",0.0,0.602,0.398,0.6808,2024-05,2024-05-06/2024-05-12
2380,Qatar universities may allocate quotas for Uzbek students,2024-05-13,POLITICS,"['qatar', 'universities', 'may', 'allocate', 'quotas', 'uzbek', 'students']",0.0,1.0,0.0,0.0,2024-05,2024-05-13/2024-05-19
2378,Magnus Carlsen again accepts defeat from Nodirbek Abdusattorov,2024-05-13,SPORT,"['magnus', 'carlsen', 'accepts', 'defeat', 'nodirbek', 'abdusattorov']",0.323,0.43,0.247,-0.1779,2024-05,2024-05-13/2024-05-19
2377,Draft law “On election of mahalla chairman” published,2024-05-13,POLITICS,"['draft', 'law', 'election', 'mahalla', 'chairman', 'published']",0.0,1.0,0.0,0.0,2024-05,2024-05-13/2024-05-19
2376,Uzbekistan and ADB sign $3.5 billion program memorandum,2024-05-13,BUSINESS,"['uzbekistan', 'adb', 'sign', 'billion', 'program', 'memorandum']",0.0,1.0,0.0,0.0,2024-05,2024-05-13/2024-05-19
2379,Korea offers seasonal employment in agriculture to Uzbek citizens,2024-05-13,POLITICS,"['korea', 'offers', 'seasonal', 'employment', 'agriculture', 'uzbek', 'citizens']",0.0,1.0,0.0,0.0,2024-05,2024-05-13/2024-05-19
2372,Mild earthquake jolts Uzbekistan ,2024-05-13,SOCIETY,"['mild', 'earthquake', 'jolts', 'uzbekistan']",0.0,1.0,0.0,0.0,2024-05,2024-05-13/2024-05-19
2373,Saudi Arabia may establish an International School in Uzbekistan,2024-05-13,POLITICS,"['saudi', 'arabia', 'may', 'establish', 'international', 'school', 'uzbekistan']",0.0,1.0,0.0,0.0,2024-05,2024-05-13/2024-05-19
2368,BYD Han driver deliberately injures a traffic policeman in Tashkent,2024-05-13,SOCIETY,"['byd', 'han', 'driver', 'deliberately', 'injures', 'traffic', 'policeman', 'tashkent']",0.0,1.0,0.0,0.0,2024-05,2024-05-13/2024-05-19
2371,Uzbekistan 5th globally for students studying abroad,2024-05-13,SOCIETY,"['uzbekistan', 'th', 'globally', 'students', 'studying', 'abroad']",0.0,1.0,0.0,0.0,2024-05,2024-05-13/2024-05-19
2370,Garbage “disposal” in Tashkent (photos),2024-05-13,SOCIETY,"['garbage', 'disposal', 'tashkent', 'photos']",0.0,1.0,0.0,0.0,2024-05,2024-05-13/2024-05-19
2375,Over 1.5 million foreigners visited Uzbekistan in Q1,2024-05-13,TOURISM,"['million', 'foreigners', 'visited', 'uzbekistan', 'q']",0.0,1.0,0.0,0.0,2024-05,2024-05-13/2024-05-19
2381,Number of flights between Uzbekistan and Kazakhstan to increase,2024-05-13,BUSINESS,"['number', 'flights', 'uzbekistan', 'kazakhstan', 'increase']",0.0,0.455,0.545,0.3818,2024-05,2024-05-13/2024-05-19
2374,Five people die in Surkhandarya region after Tracker car collides with a truck,2024-05-13,SOCIETY,"['five', 'people', 'die', 'surkhandarya', 'region', 'tracker', 'car', 'collides', 'truck']",0.462,0.538,0.0,-0.7184,2024-05,2024-05-13/2024-05-19
2369,"Additional ""Afrosiyob"" passenger train to be launched on Samarkand-Tashkent route",2024-05-13,SOCIETY,"['additional', 'afrosiyob', 'passenger', 'train', 'launched', 'samarkandtashkent', 'route']",0.0,0.8,0.2,0.128,2024-05,2024-05-13/2024-05-19
2363,Zamin Ultra 2024: Jizzakh to host ultramarathon,2024-05-13,SOCIETY,"['zamin', 'ultra', 'jizzakh', 'host', 'ultramarathon']",0.0,1.0,0.0,0.0,2024-05,2024-05-13/2024-05-19
2360,"Uzbekistan's housing market revives in April, secondary housing prices rise",2024-05-13,SOCIETY,"['uzbekistans', 'housing', 'market', 'revives', 'april', 'secondary', 'housing', 'prices', 'rise']",0.0,0.755,0.245,0.3818,2024-05,2024-05-13/2024-05-19
2366,Chinese company plans toll road project for Termez-Dushanbe highway,2024-05-13,BUSINESS,"['chinese', 'company', 'plans', 'toll', 'road', 'project', 'termezdushanbe', 'highway']",0.0,1.0,0.0,0.0,2024-05,2024-05-13/2024-05-19
2355,"Tanzila Narbaeva: Women's role expanding significantly in Uzbekistan's socio-political, economic, and cultural life",2024-05-13,SOCIETY,"['tanzila', 'narbaeva', 'womens', 'role', 'expanding', 'significantly', 'uzbekistans', 'sociopolitical', 'economic', 'cultural', 'life']",0.0,1.0,0.0,0.0,2024-05,2024-05-13/2024-05-19
2356,"Nearly 2,700 officials penalized for labor legislation violations in Uzbekistan",2024-05-13,SOCIETY,"['nearly', 'officials', 'penalized', 'labor', 'legislation', 'violations', 'uzbekistan']",0.362,0.638,0.0,-0.5267,2024-05,2024-05-13/2024-05-19
2358,"Doc-1 Max case: Sardor Kariev's mother offers 75 billion UZS in damages, seeks son's release",2024-05-13,SOCIETY,"['doc', 'max', 'case', 'sardor', 'karievs', 'mother', 'offers', 'billion', 'uzs', 'damages', 'seeks', 'sons', 'release']",0.195,0.805,0.0,-0.4404,2024-05,2024-05-13/2024-05-19
2359,Uzbekistan aims to boost coal production to 10 million tons by 2025,2024-05-13,POLITICS,"['uzbekistan', 'aims', 'boost', 'coal', 'production', 'million', 'tons']",0.0,0.69,0.31,0.4019,2024-05,2024-05-13/2024-05-19
2357,Ministry of Transport plans to launch 10 international bus routes,2024-05-13,SOCIETY,"['ministry', 'transport', 'plans', 'launch', 'international', 'bus', 'routes']",0.0,1.0,0.0,0.0,2024-05,2024-05-13/2024-05-19
2361,Testing of heating networks in center of Tashkent resulted in pipe burst,2024-05-13,SOCIETY,"['testing', 'heating', 'networks', 'center', 'tashkent', 'resulted', 'pipe', 'burst']",0.0,1.0,0.0,0.0,2024-05,2024-05-13/2024-05-19
2362,Kazakhstan to receive 922 million cubic meters of water from Uzbekistan during 2024 irrigation period,2024-05-13,SOCIETY,"['kazakhstan', 'receive', 'million', 'cubic', 'meters', 'water', 'uzbekistan', 'irrigation', 'period']",0.0,1.0,0.0,0.0,2024-05,2024-05-13/2024-05-19
2367,World Bank reports increasing economic disparity in Uzbekistan,2024-05-13,BUSINESS,"['world', 'bank', 'reports', 'increasing', 'economic', 'disparity', 'uzbekistan']",0.0,1.0,0.0,0.0,2024-05,2024-05-13/2024-05-19
2364,Uzbekistan to supply Kazakhstan with over 900 million cubic meters of water for irrigation season,2024-05-13,SOCIETY,"['uzbekistan', 'supply', 'kazakhstan', 'million', 'cubic', 'meters', 'water', 'irrigation', 'season']",0.0,1.0,0.0,0.0,2024-05,2024-05-13/2024-05-19
2365,Asian Women’s Forum kicks off in Samarkand,2024-05-13,POLITICS,"['asian', 'womens', 'forum', 'kicks', 'samarkand']",0.0,1.0,0.0,0.0,2024-05,2024-05-13/2024-05-19
2348,Female passenger from Uzbekistan brawls on an airliner board in Dubai,2024-05-14,SOCIETY,"['female', 'passenger', 'uzbekistan', 'brawls', 'airliner', 'board', 'dubai']",0.0,1.0,0.0,0.0,2024-05,2024-05-13/2024-05-19
2349,Road accident involving 4 cars occurs in Tashkent,2024-05-14,SOCIETY,"['road', 'accident', 'involving', 'cars', 'occurs', 'tashkent']",0.383,0.617,0.0,-0.4767,2024-05,2024-05-13/2024-05-19
2350,"IICAS, representative office of French Development Agency agree to organize joint events",2024-05-14,POLITICS,"['iicas', 'representative', 'office', 'french', 'development', 'agency', 'agree', 'organize', 'joint', 'events']",0.0,0.783,0.217,0.3612,2024-05,2024-05-13/2024-05-19
2347,Two-year-old boy who fell into a toilet rescued in Tashkent region,2024-05-14,SOCIETY,"['twoyearold', 'boy', 'fell', 'toilet', 'rescued', 'tashkent', 'region']",0.0,0.682,0.318,0.4215,2024-05,2024-05-13/2024-05-19
2352,Uzbekistan to build rare and rare earth metals plant,2024-05-14,BUSINESS,"['uzbekistan', 'build', 'rare', 'rare', 'earth', 'metals', 'plant']",0.0,1.0,0.0,0.0,2024-05,2024-05-13/2024-05-19
2353,"Graduates prohibited from holding banquets in restaurants, cafés and apartments, collecting money for gifts and buying expensive clothes",2024-05-14,SOCIETY,"['graduates', 'prohibited', 'holding', 'banquets', 'restaurants', 'cafs', 'apartments', 'collecting', 'money', 'gifts', 'buying', 'expensive', 'clothes']",0.0,1.0,0.0,0.0,2024-05,2024-05-13/2024-05-19
2345,List of 20 largest taxpayers in Uzbekistan announced,2024-05-14,BUSINESS,"['list', 'largest', 'taxpayers', 'uzbekistan', 'announced']",0.0,1.0,0.0,0.0,2024-05,2024-05-13/2024-05-19
2351,Uzbekistan establishing cooperation with a prestigious international law firm,2024-05-14,POLITICS,"['uzbekistan', 'establishing', 'cooperation', 'prestigious', 'international', 'law', 'firm']",0.0,1.0,0.0,0.0,2024-05,2024-05-13/2024-05-19
2354,Lost wallet with money returned to foreign tourist ,2024-05-14,SOCIETY,"['lost', 'wallet', 'money', 'returned', 'foreign', 'tourist']",0.315,0.685,0.0,-0.3182,2024-05,2024-05-13/2024-05-19
