Title,Date,Category
Bukhara to get new international airport with increased capacity,2024-10-10,POLITICS
Early voting in Uzbekistan’s parliamentary elections to kick off on October 16,2024-10-10,POLITICS
"Northern Aral Sea sees significant water supply growth, boosting fishing industry",2024-10-10,POLITICS
Embassy of Uzbekistan issues alert for compatriots in Florida as Hurricane Milton hits,2024-10-10,POLITICS
Uzbekistan to face Iran in World Cup 2026 qualifiers,2024-10-10,SOCIETY
"Passenger traffic at Uzbekistan’s airports surges, exceeding pre-pandemic levels",2024-10-10,SPORT
Uzbekistan investigates forced labor claims in cotton harvest,2024-10-10,TOURISM
FM Saidov receives Afghanistan’s new ambassador to Uzbekistan,2024-10-10,SOCIETY
Uzbekistan raises cotton harvest payments to attract more workers,2024-10-10,POLITICS
"Senior investigator in Tashkent escapes after taking $40,000 bribe",2024-10-09,SOCIETY
Inflation expectations in Uzbekistan rise as currency fluctuations impact forecasts,2024-10-09,SOCIETY
World Bank report: 83% of Tashkent residents live in high air pollution zones,2024-10-09,SOCIETY
EU Delegation commends Uzbekistan's role in Afghan humanitarian efforts,2024-10-09,SOCIETY
Employee stock ownership plans set to transform state-linked companies in Uzbekistan,2024-10-09,SOCIETY
"Uzbekistan, UN to enhance human security efforts in Aral Sea region",2024-10-09,POLITICS
Uzbekistan to join WTO with 2-3 year transition period to ease economic shift,2024-10-09,SOCIETY
Putin awards Uzbek diplomat Ilkhom Nematov with Russia's Order of Friendship,2024-10-09,POLITICS
Education Ministry explains salary delays for teachers,2024-10-09,SOCIETY
Tajikistan to strengthen power links with Uzbekistan through $15 million ADB grant,2024-10-09,SOCIETY
Energy Ministry addresses surge in public complaints over mandatory solar panel installations,2024-10-09,SOCIETY
Rising EV demand: Uzbekistan boosts electric vehicle imports in 2024,2024-10-09,SOCIETY
Uzbekistan tightens border controls amid Marburg virus outbreak in Rwanda,2024-10-09,SOCIETY
Government approves monthly control of medicines to ensure safety and compliance,2024-10-09,POLITICS
Uzbekistan supports World Boxing’s efforts to secure Olympic future for boxing,2024-10-08,SOCIETY
"""Avoiding distractions is key"": Shamsiddin Vohidov on winning gold at the Chess Olympiad",2024-10-08,SOCIETY
Uzbekistan’s gas imports could reach 11 billion cubic meters by 2030,2024-10-08,SOCIETY
Uzbekistan’s military team secures silver at Cambrian Patrol competition in the UK,2024-10-08,SOCIETY
Samarkand Airport sees a significant increase in passenger traffic,2024-10-08,SOCIETY
Ambassador of Uzbekistan presents credentials to Emir of Kuwait,2024-10-08,SOCIETY
Uzbekistan strengthens transport and logistics cooperation with Oman,2024-10-08,POLITICS
Over 60 billion UZS to be paid to residents affected by Angren coal mine expansion,2024-10-08,POLITICS
Intentional minor bodily harm no longer a criminal offense in Uzbekistan,2024-10-08,SOCIETY
"US dollar exchange rate nearing 12,900 UZS mark",2024-10-08,SOCIETY
Propane prices surge in Uzbekistan as demand rises by 57%,2024-10-08,SOCIETY
Over 4 million Uzbeks traveled abroad for tourism in eight months of 2024,2024-10-08,SOCIETY
Telecom operators in Uzbekistan returned 115 million UZS to consumers for overcharged mobile services,2024-10-08,SOCIETY
Uzbekistan’s futsal team coach dismissed after World Cup defeat,2024-10-08,SOCIETY
Uzbekistan's international reserves hit $41 billion,2024-10-08,SOCIETY
Uzbekistan plans to introduce a 50% electricity discount for non-gasified households,2024-10-08,SOCIETY
Ambulance service received nearly 10 million emergency calls over nine months ,2024-10-07,SOCIETY
Kazakhstan referendum: 71% vote in favor of nuclear power plant construction,2024-10-07,SOCIETY
UNGA 2024: Why can’t the UN stop Israel? - Interview with international relations expert,2024-10-07,POLITICS
Energy Minister condemns forced solar panel installations in Uzbekistan,2024-10-07,SOCIETY
Competition Committee fines cement company Shaffof Sement Sanoat for price manipulation,2024-10-07,SOCIETY
Energy Minister explains delayed response and ongoing efforts in Boysun gas leak crisis,2024-10-07,SOCIETY
Five local officials arrested for corruption in Sirdarya,2024-10-07,POLITICS
Guatemalan authorities arrest police officers for involvement in migrant trafficking from Uzbekistan,2024-10-07,SOCIETY
Finnish tech giant Wolt launches delivery service in Uzbekistan,2024-10-07,SOCIETY
Cryptocurrency miner faces legal action for 5.5 billion UZS electricity theft in Samarkand,2024-10-07,SOCIETY
"Unpaid waste service fees could lead to electricity restrictions, Ecology Ministry warns",2024-10-07,SOCIETY
"Uzbekistan stocks 5.1 billion cubic meters of gas for winter, up from last year",2024-10-07,SOCIETY
Uzbekistan strengthens punishments for illegal promotion of potent substances,2024-10-07,SOCIETY
Tashkent's Almazar district to face four-day power outages,2024-10-07,SOCIETY
Uzbekistan appoints new ambassador to Pakistan,2024-10-07,POLITICS
Uzbekistan to launch mobile app for monitoring gas availability at fuel stations,2024-10-07,SOCIETY
President Mirziyoyev to visit Moscow for CIS Summit,2024-10-07,SOCIETY
"Uzbekistan Weekly Digest: Komil Allamjonov steps down, university fire, creative economy conference, and $800M World Bank support",2024-10-06,SOCIETY
World Conference on Creative Economy: Interview with Naomi Campbell,2024-10-06,SOCIETY
Andijon stuns Navbahor with last-minute goal to win Uzbekistan Cup,2024-10-05,SPORT
Uzbekistan warns utility customers of potential power payment restrictions due to waste collection debts,2024-10-05,SOCIETY
Uzbekistan’s foreign trade reaches $42.7 billion amid rising gold exports,2024-10-05,BUSINESS
Centrum Air launches direct flights from Tashkent to Salalah and Doha,2024-10-05,SOCIETY
Saida Mirziyoyeva expresses gratitude to partners of Creative Economy forum,2024-10-05,SOCIETY
Adolat Party proposes lifetime driving ban for repeat traffic offenders,2024-10-05,POLITICS
Uzbekistan Airways launches direct flights from Tashkent to Goa,2024-10-05,TOURISM
World Conference on Creative Economy in Tashkent highlights the power of AI and human creativity,2024-10-05,BUSINESS
Uzbekistan steps up efforts to repatriate children left without parental care abroad,2024-10-05,SOCIETY
Competition Committee fines Hamkorbank over misleading advertisement,2024-10-04,BUSINESS
Uzbekistan repatriates three children left unattended in Türkiye,2024-10-04,SOCIETY
State Security Service chief Abdusalom Azizov attends CIS security meeting in Astana,2024-10-04,POLITICS
"Hundreds of vehicles illegally registered in Namangan, investigation underway",2024-10-04,SOCIETY
World Bank approves $800 million loan to support Uzbekistan’s reforms,2024-10-04,BUSINESS
Russian Railways extends fruit and vegetable transport discount for Uzbekistan through 2025,2024-10-04,SOCIETY
Uzbekistan and China approve agreement on mutual protection of classified information,2024-10-04,BUSINESS
Prime Minister Abdulla Aripov heads Uzbekistan’s Chess Federation,2024-10-04,SPORT
Qanot Sharq expands fleet with Airbus A330 aircraft for international routes,2024-10-04,BUSINESS
Entrepreneur invests 32.2 billion UZS in new school building for alma mater in Surkhandarya,2024-10-04,SOCIETY
Uzbekistan's state budget deficit reaches 37.3 trillion UZS,2024-10-04,BUSINESS
American University of Technology opens in Tashkent,2024-10-04,SOCIETY
"Corruption offenses rise in education sector as Uzbekistan tackles nearly 4,000 cases",2024-10-04,SOCIETY
Uzbekistan and the UK strengthen cooperation to expand English language learning programs,2024-10-04,POLITICS
Uzbekistan Airways announces discounts for senior citizens in November,2024-10-03,SOCIETY
"Uzbekistan's Foreign Ministry voices concern over Middle East tensions, calls for restraint",2024-10-03,POLITICS
Delay in announcing new Umrah licensing requirements causes uncertainty for service providers,2024-10-03,SOCIETY
Uzbekistan partners with Qatar for restoration of Bibikhonim Mosque in Samarkand,2024-10-03,POLITICS
IMF projects strong GDP growth for Uzbekistan in 2024 and 2025,2024-10-03,BUSINESS
SSS arrests fraudsters planning to illegally send Tashkent and Samarkand residents to the US and the UK for work,2024-10-03,SOCIETY
Uzbekistan and Malaysia discuss prospects for strengthening cooperation in higher education,2024-10-03,POLITICS
"Qatar to recruit skilled professionals from Uzbekistan in tourism, IT, and healthcare",2024-10-03,POLITICS
First freight train from China’s Jiangsu province arrives in Margilan,2024-10-03,BUSINESS
Uzbekistan and South Korea to increase weekly flight frequency to 48,2024-10-03,BUSINESS
Russian oil supplies to Uzbekistan through Kazakhstan increase by 30%,2024-10-03,BUSINESS
World Conference on Creative Economy: Uzbekistan aims for 5% of GDP from creative industries,2024-10-03,BUSINESS
Uzbekistan ratifies ILO convention on occupational safety and health,2024-10-03,POLITICS
IMF recommends Uzbekistan to reassess tax incentives to boost economic growth,2024-10-03,BUSINESS
Kyrgyzstan temporarily bans meat exports due to rising demand from Uzbekistan,2024-10-03,BUSINESS
Uzbekistan Airways avoids Iranian and Iraqi airspace for safety reasons,2024-10-03,POLITICS
Central Bank temporarily restricts UPay's operations over violations,2024-10-03,BUSINESS
Uzbekistan secures long-term lease of Issyk-Kul resorts,2024-10-03,POLITICS
Uzbekistan to launch paid shooting tourism starting in 2025,2024-10-03,POLITICS
Uzbekistan to test Swiss Stadler trains for potential larger purchase,2024-10-03,BUSINESS
Saida Mirziyoyeva participates in World Conference on Creative Economy,2024-10-03,POLITICS
Flynas and Qeshm Air halt flights to Uzbekistan following Iranian airspace shutdown,2024-10-02,SOCIETY
"Uzbekistan set to integrate Apple Pay, Google Pay, and PayPal in effort to boost tourism",2024-10-02,BUSINESS
"Salaries, pensions, and allowances increased in Uzbekistan",2024-10-02,SOCIETY
"Uzbek airlines face delays, route changes following Iranian airspace closure",2024-10-02,SOCIETY
Tashkent ranks among world’s most polluted cities,2024-10-02,SOCIETY
Uzbekistan’s national hockey team to compete in World Championship,2024-10-02,SPORT
Senate passes law to liberalize freight and high-speed rail tariffs,2024-10-02,BUSINESS
Expired medicines stockpiled for sale seized in Tashkent,2024-10-02,SOCIETY
Senate Approves updated law on agricultural cooperatives,2024-10-02,SOCIETY
Fire at Tashkent Agrarian University: Authorities investigate solar panel link,2024-10-02,SOCIETY
"Customs officers detain man attempting to smuggle $55,000 out of Uzbekistan by hiding cash in shoes",2024-10-02,SOCIETY
"Qanot Sharq, My Freighter, and Air Samarkand to launch flights to South Korea",2024-10-02,TOURISM
Saudi company to build pharmaceutical plant in Tashkent region,2024-10-02,BUSINESS
Mental health in your 20s: Guidance from healing coach Malika Hashimova,2024-10-02,SOCIETY
"Inflation rate reaches 1.23% in September, food and fuel prices continue to rise",2024-10-02,BUSINESS
Flight from Tel Aviv to Uzbekistan delayed due to Middle East tensions,2024-10-02,SOCIETY
Uzbekistan secures $50 million to expand private kindergarten network,2024-10-01,SOCIETY
Police arrest Tashkent man for storing 38 kg of narcotics in his home,2024-10-01,POLITICS
UzAuto Motors launches car sales in Georgia,2024-10-01,BUSINESS
Saida Mirziyoyeva congratulates teachers and educators on their professional holiday,2024-10-01,SOCIETY
Criminal Case launched after major fire at Tashkent State Agrarian University,2024-10-01,SOCIETY
Uzbekistan-Kyrgyzstan Expert Council discusses expanding bilateral relations,2024-10-01,BUSINESS
"Over 2,000 parents in Uzbekistan lost parental rights in three years",2024-10-01,POLITICS
"Komil Allamjonov, Key Reformer and Advocate for Freedom of Speech in Uzbekistan, Concludes Government Service",2024-10-01,POLITICS
"Saida Mirziyoyeva praises Komil Allamjonov’s public service, wishes him success in private sector",2024-09-30,POLITICS
Major fire breaks out at Tashkent State Agrarian University,2024-09-30,SOCIETY
Komil Allamjonov steps down as head of the Presidential Administration's Information Policy Department,2024-09-30,POLITICS
Uzbekistan eyes Gulf markets with permanent trade houses in Dubai,2024-09-30,BUSINESS
Authorities detain individuals in Fergana for massive gas theft,2024-09-30,SOCIETY
Uzbekistan may launch UPI electronic payment system for Indian tourists,2024-09-30,POLITICS
Russia’s Academy of Sciences concerned about growing “Russophobia” in ex-Soviet States’ textbooks,2024-09-30,SOCIETY
Air Samarkand launches regular flights between Samarkand and Tashkent,2024-09-30,SOCIETY
Uzbekistan invested 216 trillion UZS in education development over seven years,2024-09-30,POLITICS
Uzbekistan’s car production rises by 4.1% over eight months,2024-09-30,BUSINESS
Green Card 2025 lottery: Application process opens October 2,2024-09-30,SOCIETY
Tensions flare in Kaliningrad over school principal’s proposal for parents to learn Uzbek,2024-09-30,SOCIETY
OSCE ODIHR mission prepares for parliamentary election observation in Uzbekistan,2024-09-28,POLITICS
"NMMC reports $3.34 billion revenue in first half of 2024, driven by increased gold production and prices",2024-09-28,BUSINESS
Uzbekistan and Egypt to establish joint Chamber of Commerce,2024-09-28,POLITICS
Tashkent school incident sparks diplomatic tensions between Uzbekistan and Russia,2024-09-28,POLITICS
